cycle,Heterozygosity
100001,0.00388209
100021,0.00301546
100041,0.00291269
100061,0.00276921
100081,0.00273895
100101,0.00280358
100121,0.00282549
100141,0.00283286
100161,0.00278348
100181,0.00292692
100201,0.00278279
100221,0.00273416
100241,0.0026354
100261,0.00264295
100281,0.00256623
100301,0.00268054
100321,0.00254543
100341,0.00251729
100361,0.00241113
100381,0.00227205
100401,0.00220538
100421,0.00213106
100441,0.00204318
100461,0.00190713
100481,0.00182069
100501,0.00192623
100521,0.00191458
100541,0.00188192
100561,0.00184369
100581,0.00180355
100601,0.00185427
100621,0.0020053
100641,0.002064
100661,0.00211625
100681,0.00209143
100701,0.0020676
100721,0.00202063
100741,0.00196899
100761,0.00200758
100781,0.00208346
100801,0.00204626
100821,0.0020278
100841,0.00203233
100861,0.00204755
100881,0.00199921
100901,0.00200488
100921,0.00201825
100941,0.00199912
100961,0.00201869
100981,0.00200188
