cycle,Heterozygosity
100001,0.00376095
100021,0.00216564
100041,0.00245376
100061,0.00223363
100081,0.00221055
100101,0.00194475
100121,0.00181539
100141,0.0021103
100161,0.00190327
100181,0.00195906
100201,0.001868
100221,0.00192577
100241,0.00194847
100261,0.00192498
100281,0.00207513
100301,0.0021183
100321,0.00200325
100341,0.0019632
100361,0.0020227
100381,0.00185479
100401,0.00174664
100421,0.00172245
100441,0.00176793
100461,0.00177715
100481,0.00174614
100501,0.00174155
100521,0.00173202
100541,0.00169376
100561,0.00189347
100581,0.00185703
100601,0.00190584
100621,0.00194945
100641,0.00193893
100661,0.00181133
100681,0.00179298
100701,0.00178139
100721,0.00165634
100741,0.00167935
100761,0.00172835
100781,0.00164059
100801,0.00157911
100821,0.00156039
100841,0.00160784
100861,0.00149167
100881,0.0013922
100901,0.00136695
100921,0.00129429
100941,0.00125173
100961,0.00125961
100981,0.00124578
