cycle,Heterozygosity
100001,0.00374045
100021,0.0032385
100041,0.00292665
100061,0.00284592
100081,0.00285998
100101,0.00278958
100121,0.00259434
100141,0.00237299
100161,0.00222321
100181,0.00247208
100201,0.00266152
100221,0.00277757
100241,0.00265493
100261,0.00275632
100281,0.00282146
100301,0.00275913
100321,0.00284718
100341,0.00281022
100361,0.00282219
100381,0.00275274
100401,0.00273462
100421,0.00265614
100441,0.00252997
100461,0.00252085
100481,0.00253466
100501,0.00255879
100521,0.00254003
100541,0.00240869
100561,0.00241619
100581,0.00240654
100601,0.0024259
100621,0.00235157
100641,0.00224844
100661,0.00223966
100681,0.00247747
100701,0.00206977
100721,0.0020599
100741,0.00201082
100761,0.00190051
100781,0.00169453
100801,0.00167454
100821,0.00160277
100841,0.00159067
100861,0.00156138
100881,0.00166073
100901,0.0017217
100921,0.00177538
100941,0.00176849
100961,0.00175514
100981,0.00162743
