cycle,Heterozygosity
100001,0.00390735
100021,0.00290577
100041,0.00261461
100061,0.00287545
100081,0.00290537
100101,0.00287553
100121,0.00303299
100141,0.00313267
100161,0.00315284
100181,0.00311077
100201,0.0030634
100221,0.00304996
100241,0.00295043
100261,0.00292354
100281,0.00288554
100301,0.00287592
100321,0.00278945
100341,0.00284314
100361,0.00290448
100381,0.00295501
100401,0.00297339
100421,0.00291611
100441,0.00290502
100461,0.00304217
100481,0.00307518
100501,0.00300414
100521,0.00301864
100541,0.00294764
100561,0.00288656
100581,0.00290662
100601,0.00289079
100621,0.00288491
100641,0.00287966
100661,0.00288355
100681,0.00288713
100701,0.00278898
100721,0.00276786
100741,0.00276308
100761,0.00269847
100781,0.00264675
100801,0.00255865
100821,0.00245726
100841,0.00248713
100861,0.00243706
100881,0.00245496
100901,0.0024916
100921,0.00254239
100941,0.00245732
100961,0.00239751
100981,0.00238789
