cycle,Heterozygosity
100001,0.00366913
100021,0.00256051
100041,0.00254038
100061,0.00257698
100081,0.00258275
100101,0.00247006
100121,0.00255513
100141,0.00257473
100161,0.00246922
100181,0.00257728
100201,0.00238437
100221,0.00240864
100241,0.00237196
100261,0.0024425
100281,0.00239687
100301,0.00236107
100321,0.0024671
100341,0.00244221
100361,0.00236434
100381,0.00233078
100401,0.00226151
100421,0.00211809
100441,0.00217888
100461,0.00212447
100481,0.00196762
100501,0.00198999
100521,0.00196969
100541,0.0020352
100561,0.00202165
100581,0.00196967
100601,0.00207142
100621,0.00200048
100641,0.00203508
100661,0.00203103
100681,0.00197076
100701,0.00193697
100721,0.00179264
100741,0.00165916
100761,0.00164883
100781,0.00162441
100801,0.00159638
100821,0.00158707
100841,0.00154946
100861,0.00157789
100881,0.0016352
100901,0.00169285
100921,0.00161156
100941,0.00157135
100961,0.0014898
100981,0.00145475
