cycle,Heterozygosity
100001,0.00382535
100021,0.00340732
100041,0.00339947
100061,0.00327682
100081,0.0032827
100101,0.00309777
100121,0.0029423
100141,0.00296659
100161,0.00297409
100181,0.00301729
100201,0.00275485
100221,0.00277664
100241,0.00296664
100261,0.00294914
100281,0.00299986
100301,0.00287261
100321,0.0027767
100341,0.0027619
100361,0.00262541
100381,0.00265615
100401,0.00275186
100421,0.00268735
100441,0.0027813
100461,0.00270542
100481,0.00267281
100501,0.00278836
100521,0.00271059
100541,0.00281096
100561,0.00286291
100581,0.00267897
100601,0.00265231
100621,0.00265751
100641,0.00247452
100661,0.00237702
100681,0.00243581
100701,0.00236442
100721,0.00232736
100741,0.00217139
100761,0.00207673
100781,0.00189663
100801,0.00163462
100821,0.00146833
100841,0.00146907
100861,0.00147216
100881,0.00151858
100901,0.00152966
100921,0.00165857
100941,0.00166148
100961,0.00178823
100981,0.00184647
