cycle,Heterozygosity
100001,0.00364318
100003,0.00293542
100005,0.00344451
100007,0.00241376
100009,0.00203906
100011,0.000420046
100013,9.21032e-05
100015,1.524e-06
100017,1.75694e-06
100019,2.75849e-07
100021,4.6106e-07
100023,9.39768e-07
100025,5.58338e-07
100027,3.34444e-07
100029,6.12184e-07
100031,9.70579e-07
100033,8.45396e-07
100035,7.34046e-07
100037,1.2387e-06
100039,1.37189e-06
100041,1.37382e-06
100043,1.30249e-06
100045,2.0279e-06
100047,1.93237e-06
100049,2.06964e-06
