"100001","100003","100005","100007","100009","100011","100013","100015","100017","100019","100021","100023","100025","100027","100029","100031","100033","100035","100037","100039","100041","100043","100045","100047","100049","reps","seed"
0.00376253,0.00351371,0.00328952,0.00315272,0.00318726,0.0030281,0.00296065,0.00296139,0.00280394,0.00264089,0.00249725,0.00271606,0.00275611,0.0028033,0.00280589,0.00282061,0.00287868,0.00287344,0.00287672,0.00287413,0.00287515,0.00287132,0.00287547,0.00287068,0.0028658,1,298953623062912960
0.0035683,0.00368583,0.00331657,0.00331167,0.00336093,0.00333295,0.00326909,0.00328883,0.00323256,0.00315062,0.00307717,0.00304964,0.00308581,0.00316583,0.00308819,0.00312556,0.00313255,0.00316841,0.00308217,0.00308511,0.00305056,0.00307298,0.00308992,0.00310588,0.00312114,10,4478238561928704000
0.00382384,0.00359533,0.00332831,0.00334473,0.003293,0.00286132,0.00300291,0.00284486,0.00269033,0.00246196,0.0025069,0.00265217,0.0025905,0.00263014,0.00257337,0.00267337,0.00276587,0.00268137,0.00268807,0.00275286,0.00270362,0.00273651,0.0027138,0.00272563,0.00269906,11,5043608821504244736
0.0036909,0.00363661,0.00338874,0.00306516,0.00299226,0.00294073,0.00325775,0.00318533,0.00311299,0.00318616,0.00320982,0.00327107,0.00322583,0.00317619,0.00312212,0.00305751,0.00303588,0.00307003,0.00309461,0.00316624,0.00308906,0.00306205,0.00306189,0.00303564,0.00302509,12,3357510608291215360
0.00368292,0.00350913,0.0030384,0.00321854,0.00314807,0.00318236,0.00305938,0.0030813,0.00284479,0.00286217,0.0029467,0.0030016,0.00303988,0.00304167,0.00295016,0.00298196,0.00292264,0.00287634,0.00290456,0.00287625,0.00281808,0.00285419,0.00286115,0.00284095,0.00283532,13,3220574114438336512
0.00368393,0.00339954,0.00321504,0.0029297,0.00289436,0.00271487,0.00263394,0.00261363,0.00249513,0.00234726,0.00237761,0.0022699,0.00242317,0.00236224,0.0023557,0.00224532,0.00228226,0.00230922,0.00235637,0.00237937,0.00230616,0.00229404,0.00230377,0.00223692,0.00213838,14,6488215702961012736
0.00371441,0.0035523,0.00363062,0.00344553,0.00320088,0.00327007,0.00315446,0.00321692,0.00306067,0.00312601,0.00320476,0.00321338,0.0031714,0.0031516,0.00308124,0.00306303,0.00306933,0.00303776,0.00302597,0.00296952,0.00298137,0.00299474,0.00304987,0.00304315,0.00306404,15,5892244195922031616
0.00384931,0.00366166,0.00359716,0.00285343,0.00271012,0.00262547,0.00253292,0.00202885,0.00166275,0.00159933,0.0017642,0.00174512,0.00145404,0.00130702,0.00121422,0.00124058,0.00111349,0.000999666,0.000913405,0.000898105,0.000969042,0.00106207,0.00106465,0.00104695,0.000974907,16,4709424338322203648
0.00375187,0.00368172,0.00374031,0.00332252,0.00327779,0.0035444,0.00338766,0.00330044,0.00327457,0.00302759,0.00304614,0.003247,0.00318132,0.00313161,0.00316164,0.00315439,0.0031665,0.00311395,0.00305588,0.00308065,0.00311581,0.00309978,0.00312803,0.00316907,0.00312136,17,4034411697848747008
0.00370832,0.00363388,0.00343387,0.00329306,0.00323147,0.00303886,0.00316191,0.00313812,0.0031295,0.00304915,0.00312976,0.00313703,0.00310782,0.0030825,0.00297183,0.00294234,0.00288792,0.00285525,0.00279679,0.00277064,0.00283516,0.00278736,0.00284558,0.0029078,0.00288841,18,7301791494559959040
0.00366945,0.00349298,0.0031586,0.00298084,0.00256611,0.00267522,0.00199853,0.00154324,0.001444,0.00129911,0.00137098,0.00173032,0.00180754,0.00172334,0.0016849,0.0015039,0.00155535,0.0014088,0.00146419,0.00157023,0.00142511,0.0014064,0.00132401,0.00126602,0.00113849,19,5894898218739544064
0.00391389,0.00375697,0.00379504,0.00327353,0.00339536,0.00341784,0.00324716,0.00346667,0.00349892,0.00348488,0.00353581,0.00352199,0.00348019,0.00344333,0.00351646,0.00351913,0.00346547,0.00343771,0.00344522,0.00342422,0.00342123,0.00344372,0.0034415,0.00344522,0.00343026,2,5904703769127984128
0.00374491,0.00345771,0.00339211,0.00335264,0.00319069,0.00304686,0.00280168,0.00289348,0.00260291,0.00237291,0.00193325,0.00167726,0.00186807,0.00203495,0.00190602,0.00183551,0.00199391,0.0021255,0.002101,0.00217915,0.00217077,0.00209964,0.00207049,0.00208826,0.00206254,20,5714513080389010432
0.00375325,0.00363803,0.00331044,0.00327514,0.00319529,0.00288926,0.00285414,0.0027658,0.00271698,0.00265744,0.00261131,0.00259696,0.00252719,0.00224065,0.00199942,0.00208785,0.00190893,0.00177816,0.00201132,0.0018452,0.00181752,0.00187513,0.00188247,0.00199619,0.00209808,3,1096998551842123264
0.00374898,0.00378054,0.00362379,0.00338331,0.00290244,0.00309937,0.00317903,0.00279116,0.0030504,0.00284862,0.00276811,0.00265968,0.00274254,0.00275829,0.00263758,0.00259874,0.00252152,0.00242705,0.00242852,0.00244267,0.00243723,0.00234479,0.00230314,0.00225203,0.00229417,4,4966329565903264768
0.00362434,0.00344475,0.00318867,0.00315231,0.0030278,0.00310484,0.00326541,0.00312999,0.00311486,0.00297653,0.00286512,0.00282793,0.00282242,0.0028241,0.00288206,0.00284914,0.00279678,0.00285418,0.00282211,0.00285622,0.00284653,0.00280225,0.00279375,0.00278129,0.00278496,5,2146758849976084480
0.00379725,0.00333752,0.00311774,0.00310652,0.00294827,0.00290064,0.00310031,0.00287742,0.00295934,0.00305696,0.00306279,0.00303497,0.00299352,0.00302498,0.00304646,0.00306103,0.00303675,0.0030187,0.00300856,0.00296188,0.00301622,0.00301305,0.00303548,0.00300029,0.00294616,6,8195678388517137408
0.00377851,0.00350482,0.00303028,0.00251558,0.00176722,0.00176787,0.00174251,0.0017215,0.00150869,0.00170762,0.00153941,0.00153449,0.00155116,0.00150281,0.0016308,0.00158805,0.0015511,0.00154834,0.00161766,0.00158708,0.00154737,0.0015146,0.00151112,0.00148749,0.00149186,7,258214219761441152
0.00365825,0.00357985,0.00354707,0.00332579,0.00336746,0.00335877,0.00325695,0.00311186,0.00333055,0.00328355,0.00330684,0.00321844,0.00297163,0.00307,0.00315928,0.00314776,0.00306691,0.00306297,0.0030134,0.00294031,0.00294387,0.00288064,0.00275219,0.00270663,0.00273948,8,620721353318047232
0.00375984,0.0035626,0.00346617,0.00353208,0.00338373,0.00332279,0.00335486,0.0031626,0.0032352,0.0032765,0.00323213,0.00321166,0.00312888,0.00317383,0.00318006,0.00317669,0.00317921,0.00320831,0.00321197,0.00319168,0.00317971,0.00317359,0.00317998,0.00311907,0.00314859,9,986952132792267392
0.00373425,0.003571274,0.0033804225,0.00319174,0.0030520255,0.0030061295,0.0029610625,0.0028561695,0.002788454,0.002720763,0.002699303,0.0027158335,0.002696451,0.002682419,0.00264837,0.0026336235,0.0026165525,0.0025927578,0.00259592475,0.00259257575,0.0025774786,0.0025694425,0.002564413,0.002556258,0.00254340485,NA,NA
