cycle,Heterozygosity
100001,0.00371422
100003,0.00362296
100005,0.00333374
100007,0.00294526
100009,0.00324658
100011,0.0030273
100013,0.00248438
100015,0.00312622
100017,0.00292486
100019,0.00279318
100021,0.00219039
100023,0.00171079
100025,0.00199416
100027,0.002276
100029,0.00219158
100031,0.00189128
100033,0.00168937
100035,0.00149827
100037,0.0014803
100039,0.00169339
100041,0.00168996
100043,0.00144457
100045,0.00135081
100047,0.0015023
100049,0.00155425
100051,0.00160605
100053,0.00151756
100055,0.001492
100057,0.00136975
100059,0.00150172
100061,0.00140368
100063,0.00151223
100065,0.00129232
100067,0.00139532
100069,0.00132799
100071,0.00125536
100073,0.00125565
100075,0.00140132
100077,0.0012322
100079,0.00113476
100081,0.00114978
100083,0.00103892
100085,0.00131114
100087,0.00148532
100089,0.00150478
100091,0.00172462
100093,0.00163887
100095,0.00153624
100097,0.00177402
100099,0.00192119
