cycle,Heterozygosity
100001,0.0038899
100003,0.00354565
100005,0.00257232
100007,0.00234768
100009,0.00269458
100011,0.00206943
100013,0.0022595
100015,0.00191028
100017,0.00211762
100019,0.00201032
100021,0.00229231
100023,0.00195201
100025,0.00221292
100027,0.0022568
100029,0.0023087
100031,0.00223899
100033,0.0023277
100035,0.00232664
100037,0.00217193
100039,0.00212469
100041,0.00223145
100043,0.00232906
100045,0.002277
100047,0.00222591
100049,0.00231277
100051,0.00238863
100053,0.00237394
100055,0.00246122
100057,0.00248727
100059,0.00257292
100061,0.00247629
100063,0.0024616
100065,0.00247562
100067,0.00250859
100069,0.00249827
100071,0.00251087
100073,0.00244166
100075,0.00248217
100077,0.00244978
100079,0.00243119
100081,0.00243989
100083,0.00241557
100085,0.00244026
100087,0.0024992
100089,0.00247084
100091,0.00246661
100093,0.00240919
100095,0.00232981
100097,0.0023643
100099,0.00239598
