cycle,Heterozygosity
100001,0.00373749
100003,0.0032176
100005,0.00314696
100007,0.00282011
100009,0.00307555
100011,0.00287761
100013,0.00328118
100015,0.0030781
100017,0.0027906
100019,0.00287136
100021,0.0027109
100023,0.00268984
100025,0.00204402
100027,0.00226061
100029,0.00181638
100031,0.00206359
100033,0.00154606
100035,0.00145815
100037,0.00133045
100039,0.000946392
100041,0.000794626
100043,0.000930825
100045,0.00129386
100047,0.00111815
100049,0.00112559
100051,0.00102635
100053,0.00100822
100055,0.000979736
100057,0.00118154
100059,0.000973412
100061,0.000988267
100063,0.00100603
100065,0.00108607
100067,0.00113702
100069,0.00126152
100071,0.00128575
100073,0.00119226
100075,0.00126884
100077,0.00128347
100079,0.00136353
100081,0.00145879
100083,0.00145285
100085,0.00134365
100087,0.00131573
100089,0.00130688
100091,0.0015627
100093,0.00158946
100095,0.00162501
100097,0.00165004
100099,0.00154633
