cycle,Heterozygosity
100001,0.00370746
100003,0.00334324
100005,0.00315183
100007,0.00269604
100009,0.00250403
100011,0.00252756
100013,0.00239813
100015,0.00238947
100017,0.00225908
100019,0.00237179
100021,0.00245544
100023,0.00253142
100025,0.00254363
100027,0.00247181
100029,0.00255507
100031,0.00253013
100033,0.00242743
100035,0.00244498
100037,0.00244018
100039,0.00238926
100041,0.00233074
100043,0.00230357
100045,0.00227463
100047,0.00230519
100049,0.00234659
100051,0.00231236
100053,0.00233877
100055,0.00231939
100057,0.0023091
100059,0.00228366
100061,0.00225675
100063,0.0022284
100065,0.00224406
100067,0.00227626
100069,0.0022407
100071,0.00224069
100073,0.00225413
100075,0.00224153
100077,0.0022054
100079,0.00215443
100081,0.00218093
100083,0.00213896
100085,0.00209804
100087,0.0020514
100089,0.00209182
100091,0.0021076
100093,0.00211457
100095,0.00209168
100097,0.00210669
100099,0.00209952
