cycle,Heterozygosity
100001,0.00376941
100003,0.00362399
100005,0.00353929
100007,0.00342266
100009,0.00240408
100011,0.00256912
100013,0.00236737
100015,0.00205593
100017,0.00210623
100019,0.00220559
100021,0.00223452
100023,0.00212677
100025,0.00201668
100027,0.00183123
100029,0.00192505
100031,0.00188777
100033,0.00182503
100035,0.00197826
100037,0.00194983
100039,0.00200342
100041,0.00204878
100043,0.00209808
100045,0.0021575
100047,0.00213695
100049,0.0021222
100051,0.00203065
100053,0.00200104
100055,0.00198397
100057,0.00188664
100059,0.0019083
100061,0.00184011
100063,0.00186121
100065,0.0018677
100067,0.00193452
100069,0.00196053
100071,0.0019152
100073,0.0018865
100075,0.00180486
100077,0.00182475
100079,0.00178377
100081,0.00176563
100083,0.00177477
100085,0.00173003
100087,0.00178682
100089,0.00181299
100091,0.00186986
100093,0.00180853
100095,0.00176769
100097,0.00185523
100099,0.00187026
