cycle,Heterozygosity
100001,0.00370204
100003,0.00325524
100005,0.00309869
100007,0.00236436
100009,0.00278827
100011,0.00303301
100013,0.00289931
100015,0.0028187
100017,0.00254503
100019,0.00248606
100021,0.00227108
100023,0.00195358
100025,0.00206725
100027,0.00195322
100029,0.00191858
100031,0.00183561
100033,0.00178987
100035,0.00191244
100037,0.00184969
100039,0.00175737
100041,0.00155305
100043,0.00144793
100045,0.00128431
100047,0.00134533
100049,0.00126316
100051,0.00123211
100053,0.00124569
100055,0.00110091
100057,0.000999145
100059,0.000933814
100061,0.000895865
100063,0.000827936
100065,0.000660818
100067,0.000589855
100069,0.000712546
100071,0.000548263
100073,0.000479199
100075,0.000369886
100077,0.00028841
100079,0.000196443
100081,0.000206672
100083,0.000130481
100085,0.00010058
100087,0.000110015
100089,0.000143939
100091,0.000180613
100093,0.000158878
100095,0.000209005
100097,0.00011871
100099,9.05601e-05
