cycle,Heterozygosity
100001,0.00372984
100003,0.00338416
100005,0.00272844
100007,0.0024988
100009,0.00133192
100011,0.0019625
100013,0.00172563
100015,0.0017837
100017,0.00171839
100019,0.00164328
100021,0.00190121
100023,0.00176257
100025,0.00175497
100027,0.00156951
100029,0.00154458
100031,0.001262
100033,0.00139883
100035,0.00149277
100037,0.00153029
100039,0.00156867
100041,0.00157936
100043,0.00169081
100045,0.00175188
100047,0.00172271
100049,0.00182013
100051,0.00177799
100053,0.00176206
100055,0.00178727
100057,0.00194814
100059,0.00210889
100061,0.00220058
100063,0.00225043
100065,0.00221369
100067,0.00211117
100069,0.00204012
100071,0.0020227
100073,0.0020181
100075,0.00199877
100077,0.0019945
100079,0.00181329
100081,0.00185246
100083,0.00186598
100085,0.00188676
100087,0.00176897
100089,0.00159238
100091,0.00165216
100093,0.00167651
100095,0.00175247
100097,0.00186026
100099,0.00188652
