cycle,Heterozygosity
100001,0.00355282
100003,0.00336769
100005,0.00226114
100007,0.00137862
100009,0.000899322
100011,4.79167e-06
100013,3.20011e-06
100015,4.958e-06
100017,3.35139e-06
100019,1.62809e-06
100021,2.34924e-06
100023,4.03431e-06
100025,3.50871e-06
100027,3.1163e-06
100029,3.43575e-06
100031,4.2464e-06
100033,4.10929e-06
100035,4.15408e-06
100037,3.94891e-06
100039,4.67021e-06
100041,4.55479e-06
100043,5.18506e-06
100045,5.49555e-06
100047,5.94053e-06
100049,6.45343e-06
100051,6.77215e-06
100053,7.32203e-06
100055,7.46472e-06
100057,6.72633e-06
100059,6.39406e-06
100061,6.08817e-06
100063,6.52932e-06
100065,7.64053e-06
100067,8.07858e-06
100069,7.92511e-06
100071,9.38912e-06
100073,1.05339e-05
100075,1.10259e-05
100077,1.27403e-05
100079,1.37902e-05
100081,1.4429e-05
100083,1.60429e-05
100085,1.54426e-05
100087,1.5806e-05
100089,1.66085e-05
100091,1.5975e-05
100093,1.65274e-05
100095,1.80702e-05
100097,1.79896e-05
100099,1.62947e-05
