cycle,Heterozygosity
100001,0.00378016
100003,0.00322519
100005,0.00244564
100007,0.00219816
100009,0.00236228
100011,0.0026085
100013,0.00223274
100015,0.0021279
100017,0.0020352
100019,0.0021298
100021,0.00237788
100023,0.00208347
100025,0.00204793
100027,0.00202268
100029,0.00186355
100031,0.00194021
100033,0.00184544
100035,0.00182788
100037,0.00179554
100039,0.00183404
100041,0.00180113
100043,0.00183126
100045,0.00187274
100047,0.00187216
100049,0.00190532
100051,0.0019075
100053,0.00193386
100055,0.00189499
100057,0.00187472
100059,0.00183157
100061,0.00190895
100063,0.00185897
100065,0.00182507
100067,0.00193815
100069,0.00193062
100071,0.00195632
100073,0.0019107
100075,0.001983
100077,0.00197334
100079,0.00197368
100081,0.00200124
100083,0.00198882
100085,0.00194624
100087,0.00185997
100089,0.00189478
100091,0.00190503
100093,0.00189083
100095,0.00187641
100097,0.00190163
100099,0.00190166
