cycle,Heterozygosity
100001,0.00376986
100003,0.00361163
100005,0.00344971
100007,0.00325048
100009,0.00308269
100011,0.00264054
100013,0.00293675
100015,0.00297859
100017,0.00281228
100019,0.00271812
100021,0.00275735
100023,0.00265307
100025,0.00263149
100027,0.00262431
100029,0.00256688
100031,0.00260134
100033,0.00255249
100035,0.00258907
100037,0.00263291
100039,0.00266041
100041,0.00266012
100043,0.00262809
100045,0.0026161
100047,0.00259939
100049,0.002565
100051,0.00253841
100053,0.00257692
100055,0.0025256
100057,0.0024996
100059,0.00249062
100061,0.00251719
100063,0.00254347
100065,0.00255335
100067,0.00256331
100069,0.00253817
100071,0.0025348
100073,0.00254749
100075,0.00254924
100077,0.00251671
100079,0.00251456
100081,0.00249194
100083,0.00248907
100085,0.00253715
100087,0.00258202
100089,0.00261168
100091,0.00259572
100093,0.00259792
100095,0.00259467
100097,0.0025715
100099,0.00254775
