cycle,Heterozygosity
100001,0.00377377
100003,0.00308404
100005,0.00311163
100007,0.0027346
100009,0.00283857
100011,0.00276185
100013,0.00238577
100015,0.00254382
100017,0.00252468
100019,0.00243058
100021,0.00206567
100023,0.00234433
100025,0.00227037
100027,0.00247166
100029,0.00255353
100031,0.00243908
100033,0.00225929
100035,0.0023383
100037,0.00237899
100039,0.0024824
100041,0.00241089
100043,0.00241331
100045,0.0024254
100047,0.00242165
100049,0.00236627
100051,0.00235551
100053,0.00239359
100055,0.00243372
100057,0.00237773
100059,0.00234546
100061,0.00234103
100063,0.002464
100065,0.00253201
100067,0.00250227
100069,0.00252823
100071,0.00242266
100073,0.00254256
100075,0.00246772
100077,0.00245259
100079,0.00244919
100081,0.00243756
100083,0.00249828
100085,0.00255373
100087,0.00255679
100089,0.00257418
100091,0.0025301
100093,0.00244509
100095,0.00254585
100097,0.00267118
100099,0.0026102
