cycle,Heterozygosity
100001,0.00368469
100003,0.00358248
100005,0.003543
100007,0.00357214
100009,0.0034968
100011,0.00332044
100013,0.00342475
100015,0.00341758
100017,0.00342423
100019,0.00322725
100021,0.00322709
100023,0.00305055
100025,0.00306307
100027,0.003116
100029,0.00308592
100031,0.00306047
100033,0.00302258
100035,0.00307307
100037,0.00315961
100039,0.0031934
100041,0.00320582
100043,0.00321608
100045,0.00326984
100047,0.00327903
100049,0.00327926
100051,0.00327648
100053,0.00327382
100055,0.00326423
100057,0.00324945
100059,0.003223
100061,0.00320433
100063,0.00319784
100065,0.00321538
100067,0.00324369
100069,0.00325615
100071,0.00325429
100073,0.00323544
100075,0.00320876
100077,0.00319474
100079,0.00318142
100081,0.00314492
100083,0.00312362
100085,0.00312484
100087,0.00314892
100089,0.0031999
100091,0.00319651
100093,0.00319081
100095,0.00319477
100097,0.00316966
100099,0.00314528
