cycle,Heterozygosity
100001,0.00376804
100003,0.00361057
100005,0.00344793
100007,0.00325156
100009,0.00330158
100011,0.00325142
100013,0.00305779
100015,0.00264675
100017,0.00273807
100019,0.00250469
100021,0.00257266
100023,0.00260566
100025,0.00264174
100027,0.0027448
100029,0.00277772
100031,0.00274638
100033,0.00270377
100035,0.00256793
100037,0.0026402
100039,0.00254187
100041,0.00257878
100043,0.00261133
100045,0.00267286
100047,0.00264802
100049,0.00263559
100051,0.00266701
100053,0.00265597
100055,0.00259018
100057,0.00256056
100059,0.00256741
100061,0.00257406
100063,0.00262465
100065,0.00263945
100067,0.00263351
100069,0.00264433
100071,0.00267913
100073,0.00271165
100075,0.00270052
100077,0.00272392
100079,0.00270118
100081,0.00271881
100083,0.00270165
100085,0.0027016
100087,0.0026841
100089,0.00262346
100091,0.00257019
100093,0.00260697
100095,0.0025833
100097,0.00258251
100099,0.00258586
