cycle,Heterozygosity
100001,0.00381121
100003,0.0033967
100005,0.00364612
100007,0.00362732
100009,0.00358602
100011,0.00357499
100013,0.00349878
100015,0.00353592
100017,0.00346794
100019,0.00347285
100021,0.00340324
100023,0.00340909
100025,0.00339086
100027,0.00344572
100029,0.00337172
100031,0.0032743
100033,0.00325987
100035,0.00330307
100037,0.00329583
100039,0.00332756
100041,0.00334043
100043,0.0033537
100045,0.00332449
100047,0.00330959
100049,0.00329024
100051,0.00332169
100053,0.00332327
100055,0.00329432
100057,0.00332687
100059,0.00335755
100061,0.00330377
100063,0.00332595
100065,0.00335918
100067,0.00336696
100069,0.00339548
100071,0.00340919
100073,0.00337876
100075,0.00337224
100077,0.00334318
100079,0.00334378
100081,0.00331824
100083,0.00328121
100085,0.00329356
100087,0.00330549
100089,0.00331033
100091,0.00328156
100093,0.00329235
100095,0.00332971
100097,0.00331799
100099,0.00331026
