cycle,Heterozygosity
100001,0.0036883
100003,0.00312972
100005,0.00269616
100007,0.00222061
100009,0.00141979
100011,0.00141052
100013,0.0017481
100015,0.00171275
100017,0.00175586
100019,0.00174977
100021,0.0017195
100023,0.00156964
100025,0.00134807
100027,0.00128031
100029,0.00123851
100031,0.00144868
100033,0.00144339
100035,0.00125781
100037,0.00115428
100039,0.00108747
100041,0.00111848
100043,0.00119691
100045,0.00128728
100047,0.00116488
100049,0.00122549
100051,0.00115372
100053,0.00100138
100055,0.001011
100057,0.00103259
100059,0.000925036
100061,0.000901498
100063,0.00109242
100065,0.0011366
100067,0.00114445
100069,0.00118326
100071,0.00110976
100073,0.000988947
100075,0.00105285
100077,0.00100287
100079,0.00100428
100081,0.00107805
100083,0.00112778
100085,0.00100956
100087,0.000980847
100089,0.00107031
100091,0.00113175
100093,0.00102297
100095,0.000891778
100097,0.000977973
100099,0.000790108
