cycle,Heterozygosity
100001,0.00374265
100003,0.00333956
100005,0.00310322
100007,0.00289463
100009,0.00183669
100011,0.0017883
100013,0.00117643
100015,0.00170634
100017,0.00181668
100019,0.00135336
100021,0.00150789
100023,0.000753412
100025,0.00034921
100027,1.30715e-06
100029,1.15711e-06
100031,1.42661e-06
100033,1.45749e-06
100035,2.19187e-06
100037,2.42776e-06
100039,3.08765e-06
100041,2.67504e-06
100043,2.75397e-06
100045,3.331e-06
100047,3.52489e-06
100049,3.57912e-06
100051,3.82678e-06
100053,4.25214e-06
100055,4.5414e-06
100057,4.26314e-06
100059,4.17936e-06
100061,5.10627e-06
100063,5.7004e-06
100065,5.51421e-06
100067,5.19068e-06
100069,5.67783e-06
100071,6.09509e-06
100073,7.25867e-06
100075,6.94694e-06
100077,7.31653e-06
100079,7.54281e-06
100081,8.60802e-06
100083,9.26659e-06
100085,9.69069e-06
100087,9.88182e-06
100089,9.98314e-06
100091,9.62727e-06
100093,9.54343e-06
100095,9.44295e-06
100097,9.75471e-06
100099,9.15629e-06
