cycle,Heterozygosity
100001,0.00365336
100003,0.00333641
100005,0.00337842
100007,0.00335459
100009,0.00284116
100011,0.00216986
100013,0.00121819
100015,0.0014906
100017,0.00202893
100019,0.00173473
100021,0.00150003
100023,0.00188222
100025,0.00204133
100027,0.00247782
100029,0.00255687
100031,0.00246235
100033,0.00207218
100035,0.00153061
100037,0.00144152
100039,0.00141086
100041,0.00156049
100043,0.00155003
100045,0.00168981
100047,0.00157858
100049,0.00166007
100051,0.0017123
100053,0.00164282
100055,0.00164779
100057,0.00159424
100059,0.00161781
100061,0.00161848
100063,0.00166684
100065,0.00170146
100067,0.00174216
100069,0.00176048
100071,0.00174118
100073,0.0016905
100075,0.00165714
100077,0.0016641
100079,0.00173111
100081,0.00174255
100083,0.00182843
100085,0.00176552
100087,0.0016612
100089,0.00158597
100091,0.00153548
100093,0.00149701
100095,0.00140318
100097,0.00141299
100099,0.00140389
