cycle,Heterozygosity
100001,0.00376927
100003,0.00372173
100005,0.00338549
100007,0.00332686
100009,0.00343072
100011,0.0032515
100013,0.00330207
100015,0.00325501
100017,0.00299225
100019,0.00295569
100021,0.00271981
100023,0.00252841
100025,0.00275742
100027,0.00276355
100029,0.00276086
100031,0.00266877
100033,0.00265931
100035,0.00262682
100037,0.00264886
100039,0.00257457
100041,0.0025375
100043,0.00250662
100045,0.00245048
100047,0.00239921
100049,0.00241921
100051,0.00239981
100053,0.00239816
100055,0.00243553
100057,0.00250923
100059,0.00249199
100061,0.00246636
100063,0.00247683
100065,0.00241968
100067,0.0023591
100069,0.00239881
100071,0.00241345
100073,0.00235769
100075,0.00237481
100077,0.00231105
100079,0.00231276
100081,0.00230196
100083,0.00225485
100085,0.00219137
100087,0.00216686
100089,0.00214652
100091,0.00211666
100093,0.00208452
100095,0.00209013
100097,0.0021249
100099,0.00212602
