cycle,Heterozygosity
100001,0.00380386
100003,0.00354945
100005,0.00328709
100007,0.00329138
100009,0.00329754
100011,0.00304435
100013,0.00294228
100015,0.00292407
100017,0.0028625
100019,0.00274256
100021,0.00260316
100023,0.00255835
100025,0.00257672
100027,0.0026634
100029,0.0027038
100031,0.00271563
100033,0.00278465
100035,0.00272167
100037,0.00270214
100039,0.00269719
100041,0.0026146
100043,0.00260682
100045,0.00251988
100047,0.0025255
100049,0.00253826
100051,0.00248488
100053,0.00250929
100055,0.00250299
100057,0.00257084
100059,0.0025847
100061,0.0026099
100063,0.00260072
100065,0.00261483
100067,0.00262944
100069,0.00266006
100071,0.00271588
100073,0.00272374
100075,0.00269771
100077,0.00271424
100079,0.00268042
100081,0.00265984
100083,0.00268882
100085,0.00273841
100087,0.00264344
100089,0.00259214
100091,0.00255244
100093,0.00250228
100095,0.0024618
100097,0.00244528
100099,0.00244855
