cycle,Heterozygosity
100001,0.00373991
100003,0.00364758
100005,0.00338741
100007,0.00331926
100009,0.00309927
100011,0.00285112
100013,0.00322302
100015,0.00308485
100017,0.00302015
100019,0.00313808
100021,0.00312
100023,0.00304226
100025,0.0030444
100027,0.00306562
100029,0.00306949
100031,0.00302682
100033,0.00309468
100035,0.00310281
100037,0.00306762
100039,0.0030385
100041,0.00308218
100043,0.00306229
100045,0.0030474
100047,0.00303361
100049,0.0030256
100051,0.00302073
100053,0.00298198
100055,0.00295418
100057,0.00295721
100059,0.00298353
100061,0.00298089
100063,0.00296122
100065,0.00294447
100067,0.00298816
100069,0.00305307
100071,0.00302401
100073,0.0030261
100075,0.0030363
100077,0.00305883
100079,0.00308769
100081,0.00310099
100083,0.00311023
100085,0.00309258
100087,0.00303077
100089,0.00303621
100091,0.00302803
100093,0.00298462
100095,0.00294463
100097,0.00291371
100099,0.00289695
