cycle,Heterozygosity
100001,0.0037078
100003,0.0034188
100005,0.00332603
100007,0.00328737
100009,0.00304717
100011,0.00279675
100013,0.00292789
100015,0.00289635
100017,0.00245755
100019,0.00271295
100021,0.00251064
100023,0.00268888
100025,0.00269692
100027,0.00268654
100029,0.00266185
100031,0.00254191
100033,0.00259493
100035,0.00257299
100037,0.00253773
100039,0.0025147
100041,0.00256056
100043,0.00253103
100045,0.00259207
100047,0.00257067
100049,0.0025315
100051,0.00241739
100053,0.00245
100055,0.00248606
100057,0.00241916
100059,0.00246496
100061,0.00245946
100063,0.00240062
100065,0.00240917
100067,0.00235758
100069,0.00236404
100071,0.00235653
100073,0.00232944
100075,0.00231174
100077,0.00231101
100079,0.0023474
100081,0.00233225
100083,0.00235804
100085,0.0023884
100087,0.00235848
100089,0.00233833
100091,0.00233718
100093,0.0023353
100095,0.00238367
100097,0.0024235
100099,0.0024576
