cycle,Heterozygosity
100001,0.00356348
100003,0.00344877
100005,0.00279045
100007,0.00249266
100009,0.00260714
100011,0.00287961
100013,0.0029214
100015,0.00282867
100017,0.00274873
100019,0.002502
100021,0.00245341
100023,0.00220346
100025,0.00243249
100027,0.00251977
100029,0.00239346
100031,0.00241625
100033,0.00230002
100035,0.00219575
100037,0.00216421
100039,0.00214144
100041,0.00203403
100043,0.0018857
100045,0.00162995
100047,0.00157663
100049,0.00162622
100051,0.00148736
100053,0.00154019
100055,0.00163769
100057,0.00165643
100059,0.00169181
100061,0.00168277
100063,0.00172382
100065,0.00158935
100067,0.00168299
100069,0.0015304
100071,0.0015165
100073,0.00162295
100075,0.00153027
100077,0.00150059
100079,0.00140488
100081,0.001431
100083,0.00135966
100085,0.00134015
100087,0.00104995
100089,0.00102833
100091,0.00107374
100093,0.0010347
100095,0.000943531
100097,0.000889959
100099,0.00071957
