cycle,Heterozygosity
100001,0.00376829
100003,0.00352597
100005,0.00325287
100007,0.00318629
100009,0.00270166
100011,0.00246514
100013,0.00207949
100015,0.00167559
100017,0.00127104
100019,0.00109196
100021,0.00133539
100023,0.00159734
100025,0.00167809
100027,0.00208628
100029,0.00211363
100031,0.00211954
100033,0.00205912
100035,0.00207264
100037,0.00182446
100039,0.00185809
100041,0.00175976
100043,0.00158425
100045,0.00164206
100047,0.00180603
100049,0.00183055
100051,0.00191279
100053,0.00179598
100055,0.00175039
100057,0.00174305
100059,0.00183338
100061,0.00184345
100063,0.00181324
100065,0.00184796
100067,0.00182756
100069,0.00172026
100071,0.00180291
100073,0.00194856
100075,0.00190063
100077,0.00183271
100079,0.00183596
100081,0.00184143
100083,0.0019106
100085,0.00205101
100087,0.00219034
100089,0.00229067
100091,0.00233891
100093,0.00231788
100095,0.0023185
100097,0.00235967
100099,0.00239818
