cycle,Heterozygosity
100001,0.00356585
100003,0.00306435
100005,0.00244977
100007,0.00218315
100009,0.00244248
100011,0.002095
100013,0.00241677
100015,0.0020564
100017,0.00164757
100019,0.00132753
100021,0.00117997
100023,0.00118706
100025,0.00135059
100027,0.00131605
100029,0.00143425
100031,0.00139157
100033,0.00135671
100035,0.00123141
100037,0.00125068
100039,0.0012876
100041,0.00137841
100043,0.00137572
100045,0.00130236
100047,0.00131419
100049,0.00135247
100051,0.00130966
100053,0.00134734
100055,0.00133126
100057,0.00136731
100059,0.0013142
100061,0.0012228
100063,0.00105391
100065,0.000930682
100067,0.000910109
100069,0.000813295
100071,0.00076945
100073,0.000706285
100075,0.000674515
100077,0.000870467
100079,0.000887485
100081,0.00096088
100083,0.00101383
100085,0.000913744
100087,0.00090728
100089,0.00105768
100091,0.00102016
100093,0.00100617
100095,0.000943
100097,0.000971749
100099,0.000949743
