cycle,Heterozygosity
100001,0.00343199
100003,0.0029367
100005,0.00290659
100007,0.0021089
100009,0.0018429
100011,0.00178301
100013,0.00114074
100015,0.00130289
100017,0.00172664
100019,0.00155761
100021,0.00169592
100023,0.00177628
100025,0.00157702
100027,0.00143471
100029,0.00124725
100031,0.00170923
100033,0.00168203
100035,0.00158599
100037,0.0016179
100039,0.00162034
100041,0.00165715
100043,0.00161482
100045,0.00160223
100047,0.00160546
100049,0.0016036
100051,0.00165962
100053,0.0016555
100055,0.00162249
100057,0.00162686
100059,0.00161315
100061,0.00159624
100063,0.00155314
100065,0.00156389
100067,0.00155241
100069,0.00152327
100071,0.00143896
100073,0.00147137
100075,0.0014773
100077,0.00149188
100079,0.00152661
100081,0.00150031
100083,0.00143205
100085,0.00136906
100087,0.00137706
100089,0.00138422
100091,0.00135488
100093,0.0012529
100095,0.00118321
100097,0.00124879
100099,0.00119065
