cycle,Heterozygosity
100001,0.00377369
100003,0.00334306
100005,0.00321687
100007,0.00316075
100009,0.00318868
100011,0.00290328
100013,0.00268634
100015,0.00244072
100017,0.00246928
100019,0.00247679
100021,0.00216299
100023,0.00225363
100025,0.0022001
100027,0.00224176
100029,0.00198808
100031,0.00199329
100033,0.00212605
100035,0.00213325
100037,0.00212131
100039,0.00217369
100041,0.00215983
100043,0.00212954
100045,0.00216572
100047,0.00215698
100049,0.00212354
100051,0.0021334
100053,0.00217341
100055,0.00217285
100057,0.00220101
100059,0.00222865
100061,0.0022208
100063,0.00225611
100065,0.0022561
100067,0.00222403
100069,0.00225843
100071,0.00225215
100073,0.00226745
100075,0.00227146
100077,0.00229844
100079,0.00226623
100081,0.00226206
100083,0.00219318
100085,0.00206933
100087,0.00213366
100089,0.00217154
100091,0.00221927
100093,0.00219952
100095,0.00213866
100097,0.00206391
100099,0.00207707
