100001	0.05	0.00386514

100002	0.171354	0.00359746

100003	0.140625	0.00330965

100004	0.136458	0.00313783

100005	0.134896	0.0029592

100006	0.278125	0.00235152

100007	0.309375	0.00203438

100008	0.154167	0.00209371

100009	0.252083	0.0021367

100010	0.1625	0.00215264

100011	0.182812	0.0021627

100012	0.304167	0.00175525

100013	0.249479	0.00186666

100014	0.221875	0.00196107

100015	0.248958	0.00196291

100016	0.249479	0.00132539

100017	0.138542	0.000951563

100018	0.210417	6.05469e-07

100019	0.253125	1.77734e-06

100020	0.191146	4.49219e-06

100021	0.163021	8.98437e-06

100022	0.222917	7.12891e-06

100023	0.135417	4.90234e-06

100024	0.163542	4.90234e-06

100025	0.195833	5.21484e-06

100026	0.201042	3.88672e-06

100027	0.179688	0.0

100028	0.200521	0.0

100029	0.139583	6.05469e-07

100030	0.233333	1.21094e-06

100031	0.120833	0.0

100032	0.15	0.0

100033	0.216667	0.0

100034	0.170833	0.0

100035	0.217708	0.0

100036	0.186458	6.05469e-07

100037	0.147396	6.05469e-07

100038	0.170313	0.0

100039	0.161458	0.0

100040	0.310417	0.0

100041	0.304688	0.0

100042	0.133333	0.0

100043	0.190625	0.0

100044	0.194792	0.0

100045	0.216667	0.0

100046	0.197917	1.21094e-06

100047	0.124479	1.17187e-06

100048	0.196875	6.05469e-07

100049	0.204167	6.05469e-07

100050	0.180729	6.05469e-07

100051	0.257292	1.21094e-06

100052	0.225	1.81641e-06

100053	0.24375	6.05469e-07

100054	0.358333	6.05469e-07

100055	0.255208	1.17187e-06

100056	0.165625	2.30469e-06

100057	0.1875	0.0

100058	0.19375	0.0

100059	0.240625	1.21094e-06

100060	0.19375	1.77734e-06

100061	0.202083	2.38281e-06

100062	0.157292	6.05469e-07

100063	0.145313	6.05469e-07

100064	0.149479	2.1875e-06

100065	0.158854	1.17187e-06

100066	0.142187	6.05469e-07

100067	0.344792	1.77734e-06

100068	0.317708	1.77734e-06

100069	0.232813	6.05469e-07

100070	0.115104	1.17187e-06

100071	0.225	1.69922e-06

100072	0.265625	2.63672e-06

100073	0.126562	1.69922e-06

100074	0.153125	6.05469e-07

100075	0.135417	0.0

100076	0.23125	0.0

100077	0.211458	0.0

100078	0.129688	0.0

100079	0.133333	0.0

100080	0.144792	0.0

100081	0.172396	0.0

100082	0.280208	6.05469e-07

100083	0.164583	0.0

100084	0.121875	0.0

100085	0.226562	6.05469e-07

100086	0.227083	6.05469e-07

100087	0.117188	0.0

100088	0.119792	0.0

100089	0.103125	6.05469e-07

100090	0.158854	1.69922e-06

100091	0.267188	6.05469e-07

100092	0.2625	1.21094e-06

100093	0.258333	1.17187e-06

100094	0.198437	0.0

100095	0.148958	6.05469e-07

100096	0.163542	0.0

100097	0.194792	6.05469e-07

100098	0.239583	3.04687e-06

100099	0.159375	4.96094e-06

100100	0.132292	4.64844e-06

