cycle,Heterozygosity
100001,0.0036764
100006,0.00339135
100011,0.00242804
100016,0.00203262
100021,0.002053
100026,0.00214595
100031,0.00196561
100036,0.00209648
100041,0.00203841
100046,0.00195079
100051,0.00199787
100056,0.00194836
100061,0.00197015
100066,0.00202381
100071,0.00192831
100076,0.0019572
100081,0.002014
100086,0.00200082
100091,0.00202621
100096,0.00197995
