cycle,Heterozygosity
100001,0.00384926
100006,0.00315944
100011,0.00305792
100016,0.00271621
100021,0.00258183
100026,0.00245368
100031,0.00218997
100036,0.00162098
100041,0.00153105
100046,0.00163258
100051,0.00118624
100056,0.000760371
100061,0.000982977
100066,0.000948425
100071,0.000867987
100076,0.00093449
100081,0.00147043
100086,0.00150454
100091,0.00155595
100096,0.0017535
