cycle,Heterozygosity
100001,0.00385846
100021,0.00273276
100041,0.00237188
100061,0.00263303
100081,0.00266845
100101,0.00287348
100121,0.00280241
100141,0.00284174
100161,0.00277674
100181,0.00265997
100201,0.00253571
100221,0.00251375
100241,0.00253465
100261,0.00255062
100281,0.00238751
100301,0.00235743
100321,0.00234092
100341,0.00232566
100361,0.00224333
100381,0.00219542
100401,0.00214789
100421,0.00209787
100441,0.00216942
100461,0.00221967
100481,0.00223787
100501,0.00220675
100521,0.00218902
100541,0.00212002
100561,0.00213313
100581,0.00200254
100601,0.00195503
100621,0.00210768
100641,0.00219073
100661,0.00217639
100681,0.00221229
100701,0.00223612
100721,0.00218123
100741,0.0021992
100761,0.00217913
100781,0.00203562
100801,0.00198658
100821,0.00194245
100841,0.00191202
100861,0.00180483
100881,0.0018304
100901,0.00185807
100921,0.00188179
100941,0.00185876
100961,0.00178171
100981,0.00173247
