cycle,Heterozygosity
100001,0.00385676
100021,0.00305925
100041,0.00284005
100061,0.00275961
100081,0.00272307
100101,0.00259445
100121,0.00267218
100141,0.00283158
100161,0.00264573
100181,0.00253147
100201,0.00254525
100221,0.00249358
100241,0.00249367
100261,0.00243956
100281,0.00235728
100301,0.00227487
100321,0.00221556
100341,0.00228249
100361,0.00228775
100381,0.00228133
100401,0.00225188
100421,0.00225709
100441,0.00222246
100461,0.00219817
100481,0.00227069
100501,0.00238322
100521,0.0023625
100541,0.00235291
100561,0.00230241
100581,0.00228931
100601,0.00228345
100621,0.00226303
100641,0.00219667
100661,0.00219757
100681,0.00218866
100701,0.00215612
100721,0.00214293
100741,0.00207381
100761,0.00209094
100781,0.0021557
100801,0.0021115
100821,0.00212585
100841,0.00211191
100861,0.00209795
100881,0.00205449
100901,0.00207093
100921,0.00207923
100941,0.00213387
100961,0.00217743
100981,0.00211356
