cycle,Heterozygosity
100001,0.00377287
100021,0.000103551
100041,3.25633e-06
100061,6.03403e-06
100081,7.55986e-06
100101,1.19195e-05
100121,1.64674e-05
100141,2.04331e-05
100161,2.4293e-05
100181,2.90746e-05
100201,3.28032e-05
100221,2.87719e-05
100241,2.57433e-05
100261,2.74337e-05
100281,3.35173e-05
100301,3.65111e-05
100321,3.73583e-05
100341,3.77814e-05
100361,4.3134e-05
100381,4.87188e-05
100401,5.54957e-05
100421,6.13788e-05
100441,6.83755e-05
100461,6.64218e-05
100481,7.17008e-05
100501,7.75257e-05
100521,7.80333e-05
100541,7.96435e-05
100561,8.37204e-05
100581,8.68125e-05
100601,8.74881e-05
100621,8.58119e-05
100641,8.19187e-05
100661,8.44179e-05
100681,8.56015e-05
100701,6.91692e-05
100721,7.5126e-05
100741,8.90072e-05
100761,7.83098e-05
100781,7.54444e-05
100801,8.17638e-05
100821,7.97607e-05
100841,7.47592e-05
100861,6.44082e-05
100881,7.44331e-05
100901,8.79061e-05
100921,8.96505e-05
100941,9.22976e-05
100961,9.17331e-05
100981,8.25871e-05
