cycle,Heterozygosity
100001,0.00372388
100021,9.36675e-05
100041,4.18873e-06
100061,9.48588e-06
100081,1.33314e-05
100101,2.00889e-05
100121,2.53649e-05
100141,2.84775e-05
100161,3.13721e-05
100181,3.12883e-05
100201,2.57376e-05
100221,2.54665e-05
100241,3.08572e-05
100261,3.9826e-05
100281,4.14759e-05
100301,5.56332e-05
100321,5.26409e-05
100341,5.55347e-05
100361,5.38386e-05
100381,4.72204e-05
100401,3.39036e-05
100421,2.522e-05
100441,3.10334e-05
100461,2.56555e-05
100481,2.50568e-05
100501,2.68851e-05
100521,2.92486e-05
100541,3.18151e-05
100561,3.59963e-05
100581,3.84722e-05
100601,4.14763e-05
100621,4.32558e-05
100641,4.04751e-05
100661,4.32024e-05
100681,5.16409e-05
100701,5.2988e-05
100721,5.41459e-05
100741,5.68583e-05
100761,5.47534e-05
100781,4.75053e-05
100801,5.1939e-05
100821,4.81802e-05
100841,3.93021e-05
100861,3.17551e-05
100881,3.43635e-05
100901,3.21515e-05
100921,2.05724e-05
100941,2.84412e-05
100961,2.98829e-05
100981,3.48978e-05
