cycle,Heterozygosity
100001,0.00373953
100021,0.00277078
100041,0.00163449
100061,0.00150456
100081,0.00123036
100101,0.000518821
100121,0.000928196
100141,0.000923586
100161,0.00105568
100181,0.000438016
100201,3.95732e-05
100221,2.4923e-05
100241,3.03242e-05
100261,3.35554e-05
100281,3.74136e-05
100301,3.33481e-05
100321,3.23354e-05
100341,3.30422e-05
100361,3.383e-05
100381,3.45821e-05
100401,4.12107e-05
100421,3.62335e-05
100441,4.29418e-05
100461,4.70385e-05
100481,4.27711e-05
100501,4.73749e-05
100521,4.83085e-05
100541,4.01317e-05
100561,4.01853e-05
100581,3.50771e-05
100601,3.86463e-05
100621,4.25365e-05
100641,5.02552e-05
100661,5.8147e-05
100681,6.42706e-05
100701,6.11309e-05
100721,6.75868e-05
100741,6.22027e-05
100761,6.03364e-05
100781,6.63327e-05
100801,6.79902e-05
100821,7.12219e-05
100841,7.3772e-05
100861,7.6124e-05
100881,7.32504e-05
100901,6.82939e-05
100921,5.38893e-05
100941,3.94632e-05
100961,3.88568e-05
100981,3.1727e-05
