cycle,Heterozygosity
100001,0.00371644
100021,0.00326338
100041,0.0029301
100061,0.00276366
100081,0.00274595
100101,0.00280039
100121,0.00291929
100141,0.00283507
100161,0.00283368
100181,0.00284895
100201,0.00288163
100221,0.00289977
100241,0.00289307
100261,0.0028493
100281,0.00292259
100301,0.00296028
100321,0.00281063
100341,0.00272169
100361,0.00280952
100381,0.0027869
100401,0.0027109
100421,0.00251237
100441,0.00250499
100461,0.00249757
100481,0.00256568
100501,0.00256282
100521,0.00255635
100541,0.00255172
100561,0.00250601
100581,0.00249715
100601,0.00243647
100621,0.00246642
100641,0.00243106
100661,0.0024002
100681,0.00244904
100701,0.00237404
100721,0.00242963
100741,0.002382
100761,0.00244722
100781,0.00239211
100801,0.00232206
100821,0.00230999
100841,0.00231509
100861,0.00229135
100881,0.00228084
100901,0.00226703
100921,0.00222578
100941,0.00224313
100961,0.00215627
100981,0.00211629
