cycle,Heterozygosity
100001,0.00381514
100021,0.00311554
100041,0.00318654
100061,0.00320692
100081,0.00315466
100101,0.003051
100121,0.00303553
100141,0.00296651
100161,0.00303907
100181,0.00300011
100201,0.00295327
100221,0.00286522
100241,0.00284104
100261,0.00281597
100281,0.00272499
100301,0.00266702
100321,0.0027654
100341,0.00259806
100361,0.00263587
100381,0.00266147
100401,0.00265135
100421,0.00264016
100441,0.00258651
100461,0.00252289
100481,0.00255816
100501,0.00262553
100521,0.00270183
100541,0.00265371
100561,0.0026141
100581,0.00247919
100601,0.00251707
100621,0.00237681
100641,0.00236499
100661,0.00240578
100681,0.00251817
100701,0.0025539
100721,0.00255482
100741,0.00250601
100761,0.00250884
100781,0.00246847
100801,0.00245233
100821,0.00241828
100841,0.00240799
100861,0.00233958
100881,0.0023264
100901,0.0023379
100921,0.00237087
100941,0.00230974
100961,0.00235282
100981,0.00228228
