cycle,Heterozygosity
100001,0.00379751
100021,0.00326563
100041,0.00288644
100061,0.00272996
100081,0.00270952
100101,0.00271567
100121,0.00254847
100141,0.00252998
100161,0.0025428
100181,0.00264946
100201,0.00262127
100221,0.00262128
100241,0.0026566
100261,0.00257943
100281,0.00251585
100301,0.00249058
100321,0.00240691
100341,0.00231116
100361,0.00238327
100381,0.00225916
100401,0.00201874
100421,0.0020119
100441,0.00196575
100461,0.00197181
100481,0.00201661
100501,0.00205348
100521,0.00192722
100541,0.00188524
100561,0.00185584
100581,0.00182801
100601,0.00206628
100621,0.0020726
100641,0.00219607
100661,0.0020679
100681,0.00214214
100701,0.00212084
100721,0.00209088
100741,0.00208294
100761,0.0019921
100781,0.00179459
100801,0.00182441
100821,0.00176338
100841,0.00174308
100861,0.00185472
100881,0.00185184
100901,0.00198066
100921,0.00198605
100941,0.00201782
100961,0.00212071
100981,0.00206448
