100001	0.000993994	0.00389541

100002	0.00198749	0.00389082

100003	0.00203416	0.00388342

100004	0.00205643	0.00387346

100005	0.00195758	0.00387462

100006	0.00196634	0.00387883

100007	0.002002	0.00387365

100008	0.00200838	0.00387906

100009	0.00193606	0.00387378

100010	0.00197735	0.00386794

100011	0.00210473	0.00385972

100012	0.00202953	0.0038616

100013	0.0020299	0.00385882

100014	0.00198961	0.00385036

100015	0.00199775	0.00384939

100016	0.00193256	0.0038422

100017	0.00202302	0.00384578

100018	0.00204192	0.00384557

100019	0.00196046	0.00383665

100020	0.00197785	0.00384047

100021	0.002002	0.0038482

100022	0.00200288	0.00385314

100023	0.00196009	0.00385465

100024	0.00199625	0.00384126

100025	0.00197685	0.00383323

100026	0.00195583	0.00383433

100027	0.00203691	0.00383053

100028	0.00200913	0.00383236

100029	0.00201426	0.00382918

100030	0.00204967	0.00383735

100031	0.00199837	0.00383511

100032	0.00198649	0.00383019

100033	0.00192955	0.00381235

100034	0.00199737	0.00380359

100035	0.00195596	0.00380601

100036	0.00197272	0.00380117

100037	0.00203579	0.00381556

100038	0.00204129	0.00380839

100039	0.00199587	0.00380316

100040	0.00194745	0.00380762

100041	0.00193969	0.00378845

100042	0.00196584	0.00379768

100043	0.0020249	0.00380336

100044	0.00196647	0.0038031

100045	0.00193281	0.00379031

100046	0.00201264	0.00378627

100047	0.00199199	0.00378686

100048	0.00197898	0.00378481

100049	0.0020264	0.00377151

100050	0.00197297	0.00377513

100051	0.00198811	0.00377706

100052	0.0020528	0.00377069

100053	0.00194807	0.00378004

100054	0.00198686	0.00378174

100055	0.00202728	0.00377794

100056	0.00204029	0.00378097

100057	0.00195158	0.00376646

100058	0.00199212	0.00375373

100059	0.00200463	0.00375145

100060	0.00198036	0.0037502

100061	0.00200601	0.00376304

100062	0.0020259	0.00375578

100063	0.00208146	0.00376162

100064	0.00210861	0.00375654

100065	0.00201802	0.00375054

100066	0.00200788	0.00375441

100067	0.00205581	0.00375254

100068	0.00202327	0.00375011

100069	0.00193206	0.00375281

100070	0.00196697	0.00375002

100071	0.00195758	0.0037547

100072	0.00199437	0.00374993

100073	0.0019791	0.00374095

100074	0.00198473	0.0037398

100075	0.00198036	0.00373034

100076	0.00196059	0.00371418

100077	0.00196972	0.00370734

100078	0.00201752	0.00369921

100079	0.00194732	0.00368967

100080	0.00195608	0.00368362

100081	0.00193694	0.00368023

100082	0.0019776	0.00367206

100083	0.00200338	0.00366605

100084	0.00206807	0.00366249

100085	0.00211124	0.00366161

100086	0.0020976	0.00365442

100087	0.00199725	0.0036512

100088	0.00203003	0.0036494

100089	0.00198799	0.00365596

100090	0.0019527	0.0036404

100091	0.00198524	0.00364342

100092	0.00193168	0.00363969

100093	0.00199237	0.00362351

100094	0.00204067	0.00363641

100095	0.00206344	0.00363225

100096	0.00198886	0.00363218

100097	0.00196622	0.00363923

100098	0.00201739	0.00363494

100099	0.0020468	0.00362636

100100	0.00198311	0.00363264

