cycle,Heterozygosity
100001,0.00377493
100021,0.00277658
100041,0.00231064
100061,0.00234529
100081,0.00229004
100101,0.00234893
100121,0.00240864
100141,0.00221757
100161,0.00225864
100181,0.00211039
100201,0.00222937
100221,0.00235536
100241,0.00236732
100261,0.00227639
100281,0.00235002
100301,0.00245216
100321,0.00236833
100341,0.00245736
100361,0.00250709
100381,0.00254978
100401,0.00253582
100421,0.00257943
100441,0.0025412
100461,0.00253569
100481,0.00257002
100501,0.00248229
100521,0.00236644
100541,0.0022942
100561,0.00227371
100581,0.00218559
100601,0.00211114
100621,0.00215147
100641,0.00212948
100661,0.0022296
100681,0.00220839
100701,0.00214303
100721,0.00204133
100741,0.00209961
100761,0.00210174
100781,0.00201787
100801,0.00218084
100821,0.00216712
100841,0.00211448
100861,0.00203486
100881,0.00204514
100901,0.00214843
100921,0.00207151
100941,0.00207843
100961,0.00205676
100981,0.00204415
