cycle,Heterozygosity
100001,0.00379509
100021,0.00252379
100041,0.0024813
100061,0.00246174
100081,0.00251495
100101,0.00241674
100121,0.00227218
100141,0.00239875
100161,0.00241473
100181,0.00240437
100201,0.00242213
100221,0.00239467
100241,0.0024824
100261,0.00239246
100281,0.0024685
100301,0.00243288
100321,0.00242943
100341,0.00239856
100361,0.00233658
100381,0.00218517
100401,0.0020682
100421,0.00197458
100441,0.00191239
100461,0.00183769
100481,0.00186473
100501,0.00181572
100521,0.0017551
100541,0.00174499
100561,0.00163187
100581,0.00155094
100601,0.00152453
100621,0.00159942
100641,0.00154041
100661,0.00154109
100681,0.00160552
100701,0.00167573
100721,0.00167329
100741,0.00174867
100761,0.00174634
100781,0.00169189
100801,0.00163823
100821,0.00171027
100841,0.00174051
100861,0.00176417
100881,0.00168813
100901,0.0016713
100921,0.00158425
100941,0.00153114
100961,0.00152169
100981,0.00150123
