cycle,Heterozygosity
100001,0.00365087
100021,0.00328632
100041,0.00334181
100061,0.00323503
100081,0.00328131
100101,0.00332803
100121,0.00320101
100141,0.00337368
100161,0.00323496
100181,0.00309309
100201,0.0031162
100221,0.0029374
100241,0.00285908
100261,0.00292525
100281,0.00287252
100301,0.00274199
100321,0.00272034
100341,0.00259675
100361,0.00265181
100381,0.0025462
100401,0.00253633
100421,0.00236773
100441,0.00233832
100461,0.00210742
100481,0.00210842
100501,0.00208593
100521,0.00202244
100541,0.00197797
100561,0.00197936
100581,0.00205255
100601,0.0019174
100621,0.00174205
100641,0.00159335
100661,0.00152798
100681,0.00151681
100701,0.00145226
100721,0.00155216
100741,0.00145053
100761,0.00149631
100781,0.00133677
100801,0.00130628
100821,0.00117038
100841,0.00116111
100861,0.00113192
100881,0.0011066
100901,0.00107263
100921,0.00109701
100941,0.00116162
100961,0.00105157
100981,0.0010447
