cycle,Heterozygosity
100001,0.00368462
100021,0.00218143
100041,0.00234368
100061,0.00242097
100081,0.00238598
100101,0.00216977
100121,0.0020818
100141,0.00200071
100161,0.00199095
100181,0.00199049
100201,0.00192137
100221,0.00192642
100241,0.00189462
100261,0.00207715
100281,0.00183584
100301,0.00188564
100321,0.00178423
100341,0.00191449
100361,0.00184205
100381,0.00192644
100401,0.00173618
100421,0.00175741
100441,0.0017348
100461,0.00181052
100481,0.00171777
100501,0.00164211
100521,0.00156149
100541,0.00172158
100561,0.00152746
100581,0.00145916
100601,0.00140078
100621,0.00141935
100641,0.00139162
100661,0.00132485
100681,0.0012446
100701,0.00120616
100721,0.00124205
100741,0.00126861
100761,0.00120979
100781,0.0011192
100801,0.00107398
100821,0.00105086
100841,0.00105881
100861,0.00110336
100881,0.00112881
100901,0.00115166
100921,0.00108951
100941,0.00108031
100961,0.00107011
100981,0.00106813
