cycle,Heterozygosity
100001,0.00371317
100021,0.00280906
100041,0.00264718
100061,0.00245177
100081,0.00223427
100101,0.00196583
100121,0.00205674
100141,0.00221665
100161,0.00215741
100181,0.00220008
100201,0.0022319
100221,0.00231338
100241,0.00217728
100261,0.00210973
100281,0.00221197
100301,0.00209728
100321,0.00213166
100341,0.00214499
100361,0.00200878
100381,0.0020002
100401,0.00198093
100421,0.00184425
100441,0.00177188
100461,0.00170885
100481,0.00176129
100501,0.0016922
100521,0.00173744
100541,0.00164071
100561,0.00149986
100581,0.00149582
100601,0.00137219
100621,0.00133122
100641,0.00129931
100661,0.00133087
100681,0.00126079
100701,0.00132636
100721,0.00148506
100741,0.00147248
100761,0.00150057
100781,0.00138237
100801,0.00132004
100821,0.00131873
100841,0.00126338
100861,0.00119741
100881,0.00126845
100901,0.00128567
100921,0.00131413
100941,0.00127058
100961,0.0011905
100981,0.00121226
