"100001","100021","100041","100061","100081","100101","100121","100141","100161","100181","100201","100221","100241","100261","100281","100301","100321","100341","100361","100381","100401","100421","100441","100461","100481","100501","100521","100541","100561","100581","100601","100621","100641","100661","100681","100701","100721","100741","100761","100781","100801","100821","100841","100861","100881","100901","100921","100941","100961","100981","reps","seed"
0.00374189,0.00252859,0.0024316,0.00245544,0.00253151,0.00247421,0.00248716,0.00234294,0.00239605,0.00232178,0.0022201,0.00213632,0.00213368,0.00221787,0.00219798,0.00208429,0.00214023,0.00214861,0.00221821,0.00219668,0.0022311,0.00213026,0.00206055,0.00201749,0.00205917,0.00213174,0.00208656,0.00207101,0.0019525,0.00188916,0.00175561,0.00165588,0.00158408,0.00149964,0.0014488,0.00124053,0.00130125,0.00124194,0.0011408,0.00107769,0.00100932,0.000902391,0.000861265,0.000809681,0.000838403,0.000894138,0.000803969,0.000808126,0.000895123,0.000797452,1,8483376733009156096
0.00382535,0.00340732,0.00339947,0.00327682,0.0032827,0.00309777,0.0029423,0.00296659,0.00297409,0.00301729,0.00275485,0.00277664,0.00296664,0.00294914,0.00299986,0.00287261,0.0027767,0.0027619,0.00262541,0.00265615,0.00275186,0.00268735,0.0027813,0.00270542,0.00267281,0.00278836,0.00271059,0.00281096,0.00286291,0.00267897,0.00265231,0.00265751,0.00247452,0.00237702,0.00243581,0.00236442,0.00232736,0.00217139,0.00207673,0.00189663,0.00163462,0.00146833,0.00146907,0.00147216,0.00151858,0.00152966,0.00165857,0.00166148,0.00178823,0.00184647,10,4318114326122485760
0.0037408,0.00299708,0.00276632,0.00263086,0.00261606,0.00251038,0.0024087,0.00263354,0.00253557,0.0025638,0.00229151,0.00227061,0.00201005,0.0018888,0.00176416,0.00166288,0.00174533,0.00174611,0.00159625,0.00133042,0.00133634,0.00143459,0.00134778,0.00149071,0.00149866,0.00147311,0.00144663,0.00133498,0.0014302,0.00134708,0.00134294,0.00133032,0.00136314,0.00133244,0.00140828,0.0015463,0.0014768,0.00148559,0.00143235,0.00135135,0.00125538,0.00108692,0.00107408,0.00119888,0.00125243,0.00113621,0.00110554,0.00106247,0.00107118,0.00107048,11,7322049764636502016
0.00379509,0.00252379,0.0024813,0.00246174,0.00251495,0.00241674,0.00227218,0.00239875,0.00241473,0.00240437,0.00242213,0.00239467,0.0024824,0.00239246,0.0024685,0.00243288,0.00242943,0.00239856,0.00233658,0.00218517,0.0020682,0.00197458,0.00191239,0.00183769,0.00186473,0.00181572,0.0017551,0.00174499,0.00163187,0.00155094,0.00152453,0.00159942,0.00154041,0.00154109,0.00160552,0.00167573,0.00167329,0.00174867,0.00174634,0.00169189,0.00163823,0.00171027,0.00174051,0.00176417,0.00168813,0.0016713,0.00158425,0.00153114,0.00152169,0.00150123,12,5052419751606907904
0.00388019,0.00232095,0.00268041,0.00274975,0.00280604,0.00273289,0.00272973,0.00280082,0.0028039,0.0027029,0.00277677,0.00274402,0.00264683,0.00278023,0.00273892,0.00267045,0.00257822,0.00262264,0.00248884,0.00247031,0.00246413,0.00236191,0.00249863,0.00230668,0.0022132,0.00215688,0.00224372,0.00232761,0.00219382,0.00223907,0.00223617,0.00225,0.00219298,0.00207377,0.00197657,0.00196534,0.00192901,0.00190662,0.0019505,0.00190052,0.0017599,0.00173061,0.00170561,0.00156649,0.00155115,0.00160686,0.00160385,0.00160078,0.00159292,0.00157046,13,2582001320697437184
0.00365087,0.00328632,0.00334181,0.00323503,0.00328131,0.00332803,0.00320101,0.00337368,0.00323496,0.00309309,0.0031162,0.0029374,0.00285908,0.00292525,0.00287252,0.00274199,0.00272034,0.00259675,0.00265181,0.0025462,0.00253633,0.00236773,0.00233832,0.00210742,0.00210842,0.00208593,0.00202244,0.00197797,0.00197936,0.00205255,0.0019174,0.00174205,0.00159335,0.00152798,0.00151681,0.00145226,0.00155216,0.00145053,0.00149631,0.00133677,0.00130628,0.00117038,0.00116111,0.00113192,0.0011066,0.00107263,0.00109701,0.00116162,0.00105157,0.0010447,14,8693866641553850368
0.00380019,0.00306707,0.00235961,0.00168948,0.00197786,0.00236849,0.00245805,0.00260863,0.00273017,0.00272019,0.0027645,0.00271579,0.00280066,0.00270985,0.00272744,0.00268142,0.00268155,0.00266511,0.00258,0.00254508,0.0025599,0.00260953,0.00255282,0.00249015,0.00235707,0.00229277,0.00231583,0.00227457,0.00230449,0.00240072,0.00239697,0.00239515,0.00236093,0.0023134,0.00226393,0.00224518,0.00215913,0.00217148,0.00210918,0.00210844,0.00196127,0.00190172,0.00172635,0.00171954,0.00157399,0.00150669,0.00153741,0.00157384,0.00146813,0.00130706,15,8784193068485143552
0.00365275,0.00279397,0.00206287,0.00178566,0.00197685,0.00209598,0.00218191,0.00229869,0.00256575,0.00254032,0.00253546,0.00247406,0.00252858,0.00256499,0.00258446,0.00245193,0.00241745,0.00238842,0.00234882,0.00230912,0.00236616,0.0022019,0.00217095,0.00210232,0.00204313,0.00196853,0.00189029,0.00194326,0.00188809,0.00197089,0.0021215,0.00213032,0.00207323,0.00204085,0.00208786,0.00206757,0.00197381,0.00189473,0.00180382,0.00176298,0.00173886,0.00173013,0.00160419,0.0016995,0.00164519,0.00166629,0.00160166,0.00166496,0.00159229,0.00160928,16,7108799793070202880
0.00359841,0.00276192,0.00234807,0.00245971,0.00235302,0.00194179,0.0017615,0.00174072,0.00160519,0.0014598,0.00123823,0.00119637,0.00130032,0.00124935,0.0014006,0.00129524,0.00146466,0.00124969,0.000973436,0.000982945,0.00088805,0.000898327,0.000633355,0.000574328,0.000436324,0.00050735,0.000619097,0.000657772,0.000731858,0.000575768,0.000554606,0.000533643,0.000460553,0.00044959,0.00048625,0.000579042,0.000471366,0.000445558,0.000363583,0.000346513,0.000384723,0.00032024,0.000354014,0.000334588,0.000310597,0.000249768,0.00024986,0.000238262,0.000231305,0.000246127,17,2042255803196037888
