cycle,Heterozygosity
100001,0.00376116
100021,0.00331666
100041,0.00290436
100061,0.00293755
100081,0.00304656
100101,0.00309779
100121,0.00302459
100141,0.00302042
100161,0.00289567
100181,0.00302712
100201,0.00292285
100221,0.00292342
100241,0.00289107
100261,0.00289551
100281,0.00278185
100301,0.00271759
100321,0.0027276
100341,0.00273793
100361,0.00266354
100381,0.00260757
100401,0.00262531
100421,0.0026302
100441,0.00250366
100461,0.00249431
100481,0.00246626
100501,0.00251518
100521,0.00248579
100541,0.00254202
100561,0.00253133
100581,0.00253568
100601,0.00252126
100621,0.00250911
100641,0.00250811
100661,0.00252319
100681,0.0025115
100701,0.0024783
100721,0.00247324
100741,0.00239389
100761,0.00231077
100781,0.00229111
100801,0.00221111
100821,0.00215772
100841,0.00209295
100861,0.00215412
100881,0.00215487
100901,0.00221402
100921,0.0021818
100941,0.00215684
100961,0.00213046
100981,0.00217743
