cycle,Heterozygosity
100001,0.00372035
100021,0.00167173
100041,0.00163861
100061,0.00167372
100081,0.00170823
100101,0.00172632
100121,0.00168741
100141,0.00161686
100161,0.00151171
100181,0.00131448
100201,0.00140744
100221,0.00148016
100241,0.00142137
100261,0.00139904
100281,0.00146195
100301,0.00155663
100321,0.0014492
100341,0.00141915
100361,0.00135144
100381,0.00120573
100401,0.00140525
100421,0.00143202
100441,0.001413
100461,0.00148929
100481,0.00155983
100501,0.00162607
100521,0.0015278
100541,0.00152595
100561,0.00148371
100581,0.00115714
100601,0.000977866
100621,0.000629269
100641,0.000559042
100661,0.000794376
100681,0.000974466
100701,0.000903318
100721,0.000935867
100741,0.000876007
100761,0.000839132
100781,0.000851457
100801,0.000731853
100821,0.000586523
100841,0.000891786
100861,0.000713621
100881,0.000813258
100901,0.000615322
100921,0.000494347
100941,0.000244412
100961,0.000175409
100981,0.000156358
