cycle,Heterozygosity
100001,0.00375777
100021,0.00233785
100041,0.00132636
100061,0.00142552
100081,0.0012117
100101,0.00105769
100121,0.000995933
100141,0.00108473
100161,0.000978721
100181,0.00118505
100201,0.00118102
100221,0.00128626
100241,0.00146614
100261,0.00137168
100281,0.00176213
100301,0.00184378
100321,0.0018944
100341,0.00193817
100361,0.00206787
100381,0.00203474
100401,0.00203903
100421,0.00184316
100441,0.00187295
100461,0.00186067
100481,0.00192353
100501,0.00198493
100521,0.00196699
100541,0.00193453
100561,0.00189604
100581,0.00187001
100601,0.00177188
100621,0.00174512
100641,0.00162634
100661,0.00161062
100681,0.00162192
100701,0.0015028
100721,0.00137515
100741,0.00134155
100761,0.00132215
100781,0.00133511
100801,0.00130991
100821,0.00121078
100841,0.00128623
100861,0.00124648
100881,0.00119897
100901,0.00129092
100921,0.00113121
100941,0.00117813
100961,0.00110373
100981,0.00106582
