cycle,Heterozygosity
100001,0.00368268
100021,0.00210842
100041,0.00221576
100061,0.00226475
100081,0.0015035
100101,0.00137261
100121,0.0010452
100141,0.00107716
100161,0.00145619
100181,0.00103725
100201,0.000587675
100221,0.000548157
100241,0.000524712
100261,0.000370935
100281,0.000184582
100301,3.60739e-05
100321,3.76753e-05
100341,4.72323e-05
100361,4.90991e-05
100381,4.88552e-05
100401,5.21458e-05
100421,4.59492e-05
100441,4.53948e-05
100461,4.91211e-05
100481,5.02798e-05
100501,5.61641e-05
100521,5.887e-05
100541,6.48031e-05
100561,6.24634e-05
100581,6.56481e-05
100601,6.00811e-05
100621,6.2661e-05
100641,5.68936e-05
100661,6.13453e-05
100681,6.51741e-05
100701,6.3334e-05
100721,6.97393e-05
100741,7.12848e-05
100761,6.97985e-05
100781,6.67765e-05
100801,5.78657e-05
100821,6.94331e-05
100841,7.84866e-05
100861,7.8574e-05
100881,7.81119e-05
100901,8.44966e-05
100921,8.96268e-05
100941,8.5906e-05
100961,8.79559e-05
100981,8.97472e-05
