100001	0.05	0.304881	0.00386514

100002	0.101042	0.324744	0.00381146

100003	0.146875	0.308013	0.0034767

100004	0.149479	0.262548	0.00328721

100005	0.142187	0.285116	0.00289699

100006	0.201563	0.323858	0.0027457

100007	0.154688	0.302998	0.00321398

100008	0.140625	0.242779	0.00316205

100009	0.191146	0.320273	0.00295596

100010	0.161979	0.203146	0.00300332

100011	0.127604	0.375184	0.0027799

100012	0.134375	0.274349	0.00276945

100013	0.16875	0.311456	0.00296529

100014	0.222396	0.36181	0.0026724

100015	0.171354	0.240819	0.00264754

100016	0.139063	0.435095	0.00207125

100017	0.115625	0.296565	0.00151855

100018	0.158854	0.315425	0.00158494

100019	0.16875	0.303779	0.000754824

100020	0.216667	0.310094	0.000725879

100021	0.245833	0.319557	0.000492754

100022	0.196354	0.280459	0.00103846

100023	0.161458	0.221951	0.00144459

100024	0.178125	0.319099	0.00144459

100025	0.192708	0.244695	0.00121686

100026	0.209896	0.225699	0.0013376

100027	0.263542	0.359767	0.00146461

100028	0.21875	0.416288	0.000993418

100029	0.217708	0.105841	0.00179035

100030	0.217708	0.313285	0.00178975

100031	0.198958	0.371722	0.00179035

100032	0.1625	0.199679	0.00151563

100033	0.210938	0.111111	0.00174154

100034	0.208854	0.427083	0.00169219

100035	0.167187	0.377778	0.00123389

100036	0.158854	0.296296	0.000789688

100037	0.210417	0.395917	0.00140824

100038	0.209375	0.372853	0.00180082

100039	0.1875	0.228099	0.00161332

100040	0.133333	0.477588	0.0015723

100041	0.183333	0.583494	0.00174211

100042	0.147396	0.209165	0.00169887

100043	0.150521	0.304927	0.00171357

100044	0.171354	0.22844	0.00169033

100045	0.166667	0.427155	0.0016934

100046	0.11875	0.227386	0.0016934

100047	0.136458	0.339654	0.00177801

100048	0.163021	0.345328	0.00180617

100049	0.171875	0.247885	0.00177797

100050	0.257812	0.245517	0.00177797

100051	0.304688	0.285458	0.00158461

100052	0.341667	0.217955	0.00136021

100053	0.247396	0.256682	0.00163355

100054	0.135937	0.333838	0.00169762

100055	0.110937	0.345616	0.00180951

100056	0.131771	0.31041	0.00180398

100057	0.108333	0.428248	0.00178205

100058	0.123438	0.325563	0.001784

100059	0.128646	0.326605	0.00178463

100060	0.115625	0.449245	0.00164068

100061	0.134375	0.24434	0.00178418

100062	0.189583	0.231211	0.00169988

100063	0.1375	0.323918	0.00165318

100064	0.157812	0.293712	0.00166605

100065	0.109896	0.285509	0.00174893

100066	0.144271	0.147246	0.00170096

100067	0.192188	0.260982	0.00181477

100068	0.193229	0.199734	0.0017492

100069	0.203125	0.235626	0.00179107

100070	0.164062	0.309702	0.00180973

100071	0.135417	0.244325	0.00176213

100072	0.136979	0.318265	0.00156369

100073	0.142187	0.310064	0.00179379

100074	0.18125	0.570656	0.0017285

100075	0.284375	0.332169	0.00168633

100076	0.254167	0.220818	0.0017227

100077	0.178125	0.254884	0.00156148

100078	0.192708	0.196065	0.0014924

100079	0.145833	0.194244	0.0015075

100080	0.180729	0.389109	0.00144775

100081	0.163021	0.278551	0.00145984

100082	0.146354	0.269223	0.00110434

100083	0.143229	0.353019	0.0012626

100084	0.152083	0.260696	0.00127615

100085	0.157292	0.305572	0.00139746

100086	0.20625	0.310822	0.00148014

100087	0.130729	0.265895	0.00156064

100088	0.171875	0.252573	0.00181592

100089	0.150521	0.0423522	0.00180793

100090	0.208854	0.543151	0.00181496

100091	0.177604	0.339641	0.00135926

100092	0.179688	0.373025	0.00123998

100093	0.134896	0.329945	0.00178699

100094	0.169792	0.167042	0.00163852

100095	0.14375	0.218382	0.00143953

100096	0.128646	0.352026	0.00132957

100097	0.143229	0.309075	0.00143635

100098	0.179167	0.361473	0.00164051

100099	0.179167	0.251232	0.00120623

100100	0.140625	0.451157	0.00115643

