100001	0.000993994	0.327947	0.00389541

100002	0.00209596	0.337903	0.0039126

100003	0.013851	0.333325	0.00390179

100004	0.0216414	0.320237	0.00388974

100005	0.0186237	0.325568	0.00383913

100006	0.0195202	0.319399	0.00380568

100007	0.0200631	0.315765	0.00378269

100008	0.0179419	0.327383	0.00376531

100009	0.0183838	0.320959	0.00373998

100010	0.0191919	0.324987	0.00373841

100011	0.02	0.317041	0.00372762

100012	0.0191414	0.32059	0.00377103

100013	0.0204798	0.34152	0.00378795

100014	0.0188889	0.310605	0.00372107

100015	0.0180177	0.322688	0.00367027

100016	0.0197222	0.315375	0.00364017

100017	0.0183712	0.310273	0.0036547

100018	0.0192298	0.315124	0.00365617

100019	0.0204924	0.338368	0.0036014

100020	0.020947	0.301685	0.00353431

100021	0.0192677	0.334454	0.00354116

100022	0.0169823	0.342162	0.00358664

100023	0.0198737	0.320049	0.00363972

100024	0.0209596	0.35092	0.00362195

100025	0.0231692	0.307896	0.00359477

100026	0.0215152	0.334151	0.00361907

100027	0.0184091	0.331517	0.00359976

100028	0.018851	0.287523	0.00358488

100029	0.0195707	0.33143	0.00361139

100030	0.0182702	0.342158	0.00360113

100031	0.0190657	0.344867	0.00354178

100032	0.0189015	0.326492	0.00356904

100033	0.0194192	0.334423	0.00351289

100034	0.0198232	0.332139	0.0034666

100035	0.0191919	0.328079	0.00337471

100036	0.0181692	0.324526	0.00335607

100037	0.0192424	0.292616	0.00340899

100038	0.0210227	0.300117	0.0034564

100039	0.0207955	0.335316	0.00344974

100040	0.0191035	0.314723	0.00339206

100041	0.0202652	0.289697	0.00341863

100042	0.0197222	0.330413	0.00339034

100043	0.0182197	0.344498	0.00338165

100044	0.0200379	0.329433	0.00342806

100045	0.0213763	0.348575	0.00340141

100046	0.0215152	0.310288	0.00340063

100047	0.0213889	0.327533	0.00337431

100048	0.0201768	0.279025	0.00334728

100049	0.0203788	0.327895	0.00329775

100050	0.0194066	0.329657	0.00337782

100051	0.0198864	0.352902	0.00341728

100052	0.0213005	0.342389	0.0033831

100053	0.0205303	0.318153	0.00336756

100054	0.020303	0.346637	0.00335697

100055	0.0212626	0.324406	0.0034309

100056	0.0203788	0.344522	0.00341132

100057	0.0185101	0.307411	0.00334203

100058	0.02	0.333718	0.00334844

100059	0.019596	0.317949	0.00336734

100060	0.0208207	0.312116	0.00333996

100061	0.0198232	0.288376	0.00332295

100062	0.0196591	0.33688	0.00331399

100063	0.0188384	0.327821	0.0032663

100064	0.0191793	0.307354	0.00330093

100065	0.0210606	0.344854	0.00320328

100066	0.0213763	0.292198	0.00319824

100067	0.0196717	0.365744	0.00314348

100068	0.0205051	0.338149	0.00309828

100069	0.0196465	0.325416	0.00303099

100070	0.0194697	0.349822	0.00302735

100071	0.0198485	0.352263	0.00306407

100072	0.0188889	0.32034	0.00309802

100073	0.0195076	0.360969	0.003138

100074	0.0194697	0.255146	0.00315201

100075	0.0203662	0.34613	0.003123

100076	0.0199621	0.308187	0.00306957

100077	0.0202399	0.311168	0.00309946

100078	0.0206061	0.343975	0.00308762

100079	0.0214268	0.334239	0.00292323

100080	0.0203535	0.329557	0.00290787

100081	0.0176515	0.322179	0.00302209

100082	0.0192172	0.33906	0.00294111

100083	0.0195202	0.384087	0.00302157

100084	0.0200631	0.331417	0.00303275

100085	0.0177904	0.280086	0.00304081

100086	0.0187247	0.332741	0.00305394

100087	0.0229167	0.296766	0.00304107

100088	0.0192677	0.327756	0.00309279

100089	0.0187121	0.302708	0.00310571

100090	0.0194697	0.304332	0.00304776

100091	0.0175884	0.325556	0.00308181

100092	0.0191162	0.329966	0.00298168

100093	0.020101	0.333868	0.00296148

100094	0.0205429	0.32615	0.00297262

100095	0.0195833	0.385704	0.00299358

100096	0.0201768	0.345961	0.00299368

100097	0.0196086	0.307156	0.00294279

100098	0.0206187	0.266329	0.00299185

100099	0.0206692	0.349508	0.00297306

100100	0.0184091	0.301677	0.00295075

